lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,run_location
"Climate change, short term, land transformation",0.006876915,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Fossil and nuclear energy use,60.55293229,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Freshwater acidification,0.014596494,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Freshwater ecotoxicity,1356.251141,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Freshwater eutrophication,0.000284699,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Human toxicity cancer,1.58E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Human toxicity non-cancer,4.25E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Ionizing radiations,67.50284882,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
"Land occupation, biodiversity",0.191761871,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
"Land transformation, biodiversity",0.000926751,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Marine eutrophication,0.000463666,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Mineral resources use,0.095525229,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Ozone layer depletion,3.65E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Particulate matter formation,0.003669588,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Photochemical ozone formation,0.008448537,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Resources services deficit (beta),0.000354631,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Terrestrial acidification,0.016402675,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Water scarcity,2.416062266,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Metallothermic Reduction,kilogram,1,CN
Acidification Potential (Ap) No Lt,0.028775731,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Global Warming Potential (Gwp100) No Lt,10.10969282,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Ecotoxicity: Freshwater No Lt,2.205988271,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Eutrophication Potential No Lt,0.001851089,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity: Carcinogenic No Lt,1.01E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity: Non-Carcinogenic No Lt,3.22E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Ozone Depletion Potential (Odp) No Lt,2.27E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp) No Lt,0.006437122,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Maximum Incremental Reactivity (Mir) No Lt,0.254142321,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Acidification Potential (Ap),0.028806906,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Global Warming Potential (Gwp100),10.39296384,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Ecotoxicity: Freshwater,63.06314717,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Eutrophication Potential,0.022178829,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity: Carcinogenic,1.26E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity: Non-Carcinogenic,1.78E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Ozone Depletion Potential (Odp),2.27E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp),0.006446916,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Maximum Incremental Reactivity (Mir),0.255230972,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Molten Salt Electrolysis,kilogram,1,CN
Terrestrial Acidification Potential (Tap),0.022814098,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Global Warming Potential (Gwp1000),10.78817299,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Freshwater Ecotoxicity Potential (Fetp),0.143638018,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Marine Ecotoxicity Potential (Metp),0.206753765,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Terrestrial Ecotoxicity Potential (Tetp),33.96981743,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Fossil Fuel Potential (Ffp),1.547016952,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Freshwater Eutrophication Potential (Fep),0.001426121,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Marine Eutrophication Potential (Mep),0.000105435,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity Potential (Htpc),0.886901639,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Human Toxicity Potential (Htpnc),5.833016433,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Ionising Radiation Potential (Irp),0.398977501,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Agricultural Land Occupation (Lop),0.106293402,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Surplus Ore Potential (Sop),0.030250819,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Ozone Depletion Potential (Odpinfinite),1.14E-06,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp),0.011525678,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Photochemical Oxidant Formation Potential: Humans (Hofp),0.010256673,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.010405041,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Water Consumption Potential (Wcp),0.019831326,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Molten Salt Electrolysis,kilogram,1,CN
Adaptation to resources services loss (beta),11.65931406,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, long term, CO2 uptake",-0.162423557,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, long term, biogenic",0.130054613,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, long term, fossil",10.01983114,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, long term, land transformation",0.000658349,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, short term, CO2 uptake",-0.162423557,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, short term, biogenic",0.132406632,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, short term, fossil",10.3296473,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Climate change, short term, land transformation",0.000660292,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Fossil and nuclear energy use,78.13869545,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Freshwater acidification,0.023063179,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Freshwater ecotoxicity,1964.483811,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Freshwater eutrophication,4.99E-05,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Human toxicity cancer,1.58E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Human toxicity non-cancer,3.53E-07,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Ionizing radiations,49.37338486,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Land occupation, biodiversity",0.190064636,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
"Land transformation, biodiversity",0.001393106,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Marine eutrophication,0.000331038,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Mineral resources use,0.030730965,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Ozone layer depletion,2.24E-08,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Particulate matter formation,0.009403727,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Photochemical ozone formation,0.010263888,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Resources services deficit (beta),0.000409116,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Terrestrial acidification,0.023674961,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Water scarcity,0.891490376,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Molten Salt Electrolysis,kilogram,1,CN
Acidification Potential (Ap) No Lt,0.003791528,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Global Warming Potential (Gwp100) No Lt,1.036700379,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Ecotoxicity: Freshwater No Lt,0.464218598,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Eutrophication Potential No Lt,0.000455523,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity: Carcinogenic No Lt,2.93E-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity: Non-Carcinogenic No Lt,8.52E-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Ozone Depletion Potential (Odp) No Lt,4.80E-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp) No Lt,0.00106263,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Maximum Incremental Reactivity (Mir) No Lt,0.047302177,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Acidification Potential (Ap),0.00379913,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Global Warming Potential (Gwp100),1.036766162,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Ecotoxicity: Freshwater,14.29508772,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Eutrophication Potential,0.003313705,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity: Carcinogenic,1.64E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity: Non-Carcinogenic,3.14E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Ozone Depletion Potential (Odp),4.80E-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp),0.001064278,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Maximum Incremental Reactivity (Mir),0.047567159,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Chemical Transformation,kilogram,1,CN
Terrestrial Acidification Potential (Tap),0.002935796,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Global Warming Potential (Gwp1000),1.082317625,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Freshwater Ecotoxicity Potential (Fetp),0.039480717,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Marine Ecotoxicity Potential (Metp),0.053769042,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Terrestrial Ecotoxicity Potential (Tetp),6.060153814,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Fossil Fuel Potential (Ffp),0.201837942,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Freshwater Eutrophication Potential (Fep),0.000256177,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Marine Eutrophication Potential (Mep),1.90E-05,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity Potential (Htpc),0.11611159,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Human Toxicity Potential (Htpnc),1.112848553,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Ionising Radiation Potential (Irp),0.05539338,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Agricultural Land Occupation (Lop),0.01408632,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Surplus Ore Potential (Sop),0.043761959,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Ozone Depletion Potential (Odpinfinite),1.76E-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Particulate Matter Formation Potential (Pmfp),0.001374042,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Photochemical Oxidant Formation Potential: Humans (Hofp),0.001921362,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.001955167,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Water Consumption Potential (Wcp),0.004240227,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Chemical Transformation,kilogram,1,CN
Adaptation to resources services loss (beta),1.551428589,MJ,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, long term, CO2 uptake",-0.020181642,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, long term, biogenic",0.016318279,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, long term, fossil",0.946850124,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, long term, land transformation",0.000446692,kg CO2 eq (long),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, short term, CO2 uptake",-0.020181642,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, short term, biogenic",0.016628009,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, short term, fossil",1.033521763,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Climate change, short term, land transformation",0.000446841,kg CO2 eq (short),ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Fossil and nuclear energy use,10.291091,MJ deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Freshwater acidification,0.00312505,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Freshwater ecotoxicity,350.1143189,CTUe,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Freshwater eutrophication,1.82E-05,kg PO4 P-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Human toxicity cancer,2.68E-09,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Human toxicity non-cancer,7.53E-08,CTUh,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Ionizing radiations,7.093833003,Bq C-14 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Land occupation, biodiversity",0.025855682,m2 arable land eq .yr,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
"Land transformation, biodiversity",0.000176609,m2 arable land eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Marine eutrophication,6.44E-05,kg N N-lim eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Mineral resources use,0.47670844,kg deprived,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Ozone layer depletion,4.96E-09,kg CFC-11 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Particulate matter formation,0.000858957,kg PM2.5 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Photochemical ozone formation,0.001920308,kgNOxeq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Resources services deficit (beta),6.43E-05,kg deficit,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Terrestrial acidification,0.003264392,kg SO2 eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Water scarcity,0.191210806,m3 world-eq,ecoinvent_2020_SSP2-Base,IMPACT World+,CN,Chemical Transformation,kilogram,1,CN
Acidification Potential (Ap) No Lt,0.017924011,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Global Warming Potential (Gwp100) No Lt,4.854473064,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Ecotoxicity: Freshwater No Lt,5.724831958,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Eutrophication Potential No Lt,0.003773307,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Human Toxicity: Carcinogenic No Lt,1.17E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Human Toxicity: Non-Carcinogenic No Lt,3.68E-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Ozone Depletion Potential (Odp) No Lt,2.55E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Particulate Matter Formation Potential (Pmfp) No Lt,0.00204206,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Maximum Incremental Reactivity (Mir) No Lt,0.162711095,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Acidification Potential (Ap),0.017942177,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Global Warming Potential (Gwp100),4.854630359,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Ecotoxicity: Freshwater,58.71742765,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Eutrophication Potential,0.032439095,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Human Toxicity: Carcinogenic,1.78E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Human Toxicity: Non-Carcinogenic,1.46E-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Ozone Depletion Potential (Odp),2.55E-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Particulate Matter Formation Potential (Pmfp),0.002062301,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Maximum Incremental Reactivity (Mir),0.16334842,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,US,Magnet Manufacturing,kilogram,1,US
Terrestrial Acidification Potential (Tap),0.01517016,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Global Warming Potential (Gwp1000),4.949872858,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Freshwater Ecotoxicity Potential (Fetp),0.190536438,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Marine Ecotoxicity Potential (Metp),1.133091317,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Terrestrial Ecotoxicity Potential (Tetp),21.98295711,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Fossil Fuel Potential (Ffp),1.251193488,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Freshwater Eutrophication Potential (Fep),0.004078801,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Marine Eutrophication Potential (Mep),0.000280798,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
Human Toxicity Potential (Htpc),4.807537448,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,US,Magnet Manufacturing,kilogram,1,US
