lcia,value,lcia_unit,year,method,location,process,unit of functional demand,functional unit,source_file
Freshwater Eutrophication Potential (Fep),7.427004468274588e-07,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Marine Eutrophication Potential (Mep),1.9407024071264613e-07,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity Potential (Htpc),0.001162881819018,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Human Toxicity Potential (Htpnc),0.0035399744958469,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ionising Radiation Potential (Irp),0.0001039381791829,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Agricultural Land Occupation (Lop),-0.0221355183118157,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Surplus Ore Potential (Sop),9.11509017104566e-05,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Ozone Depletion Potential (Odpinfinite),2.4062150014807e-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Particulate Matter Formation Potential (Pmfp),3.4722650057528935e-05,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0001987831068052,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0002043700016014,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Water Consumption Potential (Wcp),3.291783268957704e-05,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Mining,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_MiningCN.csv
Acidification Potential (Ap) No Lt,0.0092044254859039,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Global Warming Potential (Gwp100) No Lt,-0.5629794795429072,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ecotoxicity: Freshwater No Lt,-0.5920740716134327,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Eutrophication Potential No Lt,7.667304181629975e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity: Carcinogenic No Lt,8.231703936656248e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity: Non-Carcinogenic No Lt,2.9599029860182693e-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ozone Depletion Potential (Odp) No Lt,-2.528707083707501e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0007512117488423,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.0265238407547078,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Acidification Potential (Ap),0.0092513382483897,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Global Warming Potential (Gwp100),-0.5625726268995385,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ecotoxicity: Freshwater,47.79549744927429,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Eutrophication Potential,0.0011359174041271,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity: Carcinogenic,9.978749103957003e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity: Non-Carcinogenic,7.249975515929026e-07,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ozone Depletion Potential (Odp),-2.528707083707501e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0007567597539721,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Maximum Incremental Reactivity (Mir),0.0281614038515044,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Terrestrial Acidification Potential (Tap),0.0083914673408958,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Global Warming Potential (Gwp1000),-0.5762578414466304,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.1516403256994131,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Marine Ecotoxicity Potential (Metp),0.1955027553705906,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Terrestrial Ecotoxicity Potential (Tetp),13.36116599218744,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Fossil Fuel Potential (Ffp),-0.1536024715127362,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Freshwater Eutrophication Potential (Fep),0.0001415372797708,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Marine Eutrophication Potential (Mep),-4.739793012862296e-06,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity Potential (Htpc),0.0746555183027075,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Human Toxicity Potential (Htpnc),2.8249410465730267,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ionising Radiation Potential (Irp),0.011056504181399,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Agricultural Land Occupation (Lop),0.0174370604511924,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Surplus Ore Potential (Sop),0.0121267276860537,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Ozone Depletion Potential (Odpinfinite),-4.914914489817056e-08,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Particulate Matter Formation Potential (Pmfp),0.0025283517766123,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),0.0011068277047456,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),0.0010285848214692,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Water Consumption Potential (Wcp),0.0084801052917461,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite Roasting,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_RoastingCN.csv
Acidification Potential (Ap) No Lt,0.0003733742097045,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Global Warming Potential (Gwp100) No Lt,-0.0882468072633628,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ecotoxicity: Freshwater No Lt,0.3927283631315597,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Eutrophication Potential No Lt,9.293566871120015e-06,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity: Carcinogenic No Lt,4.9896182472784735e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity: Non-Carcinogenic No Lt,4.1295101846171994e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ozone Depletion Potential (Odp) No Lt,-1.1945990326815287e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,4.6104904772693565e-05,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Maximum Incremental Reactivity (Mir) No Lt,-0.0003637030178057,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Acidification Potential (Ap),0.0003745705355517,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Global Warming Potential (Gwp100),-0.0882364497730861,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ecotoxicity: Freshwater,3.744555208514972,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Eutrophication Potential,7.116165790418854e-05,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity: Carcinogenic,5.914256611565941e-09,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity: Non-Carcinogenic,7.105101366451987e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ozone Depletion Potential (Odp),-1.1945990326815287e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Particulate Matter Formation Potential (Pmfp),4.6187029864266e-05,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Maximum Incremental Reactivity (Mir),-0.0003219799365122,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Terrestrial Acidification Potential (Tap),0.0003675916227687,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Global Warming Potential (Gwp1000),-0.0913628087653663,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Freshwater Ecotoxicity Potential (Fetp),0.0126484505995185,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Marine Ecotoxicity Potential (Metp),0.0162368511463788,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Terrestrial Ecotoxicity Potential (Tetp),0.5144297311159808,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Fossil Fuel Potential (Ffp),-0.0289960092811027,kg oil-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Freshwater Eutrophication Potential (Fep),9.593879484622485e-06,kg P-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Marine Eutrophication Potential (Mep),-1.0747277030762377e-06,kg N-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity Potential (Htpc),0.0044888875461817,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Human Toxicity Potential (Htpnc),0.2959898495396372,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ionising Radiation Potential (Irp),0.0005973096675634,kg Co-60-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Agricultural Land Occupation (Lop),0.0009085050675052,m2*a crop-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Surplus Ore Potential (Sop),0.0389032364452364,kg Cu-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Ozone Depletion Potential (Odpinfinite),-9.976439728854357e-09,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Particulate Matter Formation Potential (Pmfp),0.0001146920376037,kg PM2.5-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Photochemical Oxidant Formation Potential: Humans (Hofp),-1.7023761132041237e-05,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Photochemical Oxidant Formation Potential: Ecosystems (Eofp),-3.132298900614655e-05,kg NOx-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Water Consumption Potential (Wcp),0.0006172238855743,cubic meter,ecoinvent_2020_SSP2-Base,RECIPE,CN,Monazite HCL Digestion,kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseMonazite_HCL_DigestionCN.csv
Acidification Potential (Ap) No Lt,0.0601657226597616,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Global Warming Potential (Gwp100) No Lt,12.480789863940176,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ecotoxicity: Freshwater No Lt,79.47889897997504,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Eutrophication Potential No Lt,0.018541326176854,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity: Carcinogenic No Lt,7.32499471968431e-08,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity: Non-Carcinogenic No Lt,1.6918102251935775e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ozone Depletion Potential (Odp) No Lt,7.987917755585037e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp) No Lt,0.0078726817508467,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Maximum Incremental Reactivity (Mir) No Lt,0.629440402254883,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Acidification Potential (Ap),0.0604283193257976,kg SO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Global Warming Potential (Gwp100),12.483055856661188,kg CO2-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ecotoxicity: Freshwater,355.59818865296853,CTUe,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Eutrophication Potential,0.0557796042784047,kg N-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity: Carcinogenic,3.00814630110498e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Human Toxicity: Non-Carcinogenic,4.962011542394083e-06,CTUh,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Ozone Depletion Potential (Odp),7.987917755585037e-07,kg CFC-11-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Particulate Matter Formation Potential (Pmfp),0.0079528508716937,PM2.5-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Maximum Incremental Reactivity (Mir),0.6385762948107794,kg O3-Eq,ecoinvent_2020_SSP2-Base,TRACI2.1,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Terrestrial Acidification Potential (Tap),0.0509259113657447,kg SO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Global Warming Potential (Gwp1000),12.936529333893978,kg CO2-Eq,ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Freshwater Ecotoxicity Potential (Fetp),0.939461108738664,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
Marine Ecotoxicity Potential (Metp),1.2629027173645515,"kg 1,4-DCB-Eq",ecoinvent_2020_SSP2-Base,RECIPE,CN,IAC SX & Calcination [allocated to dysprosium oxide],kilogram,1,lcia_resultsecoinvent_2020_SSP2-BaseIAC_SX_&_Calcination_[allocated_to_dysprosium_oxide]CN.csv
